task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	6e/a7b677	184375	NFCORE_RNASEQ:PREPARE_GENOME:GUNZIP_GTF (Homo_sapiens.GRCh38.115.gtf.gz)	COMPLETED	0	2025-11-16 15:47:16.435	20.7s	14.9s	97.8%	4.9 MB	8.1 MB	99.7 MB	3.1 GB
2	55/d4f3f0	184383	NFCORE_RNASEQ:PREPARE_GENOME:GUNZIP_FASTA (Homo_sapiens.GRCh38.dna.primary_assembly.fa.gz)	COMPLETED	0	2025-11-16 15:47:18.341	43.8s	32.1s	81.3%	5 MB	8.1 MB	841.2 MB	2.9 GB
46	7b/b5c2cb	184418	NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (Homo_sapiens.GRCh38.dna.primary_assembly.fa)	COMPLETED	0	2025-11-16 15:48:02.402	14.8s	13s	89.7%	4.8 MB	10.5 MB	2.9 GB	14.2 KB
45	84/9ebbfe	184419	NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (Homo_sapiens.GRCh38.dna.primary_assembly.fa)	COMPLETED	0	2025-11-16 15:48:02.802	39.4s	30s	83.7%	19.6 MB	24.1 MB	6 GB	3.1 GB
28	98/f0c869	184401	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR17866842)	COMPLETED	0	2025-11-16 15:47:20.731	1m 46s	1m 42s	69.8%	76.7 MB	80 MB	2.8 GB	1.9 KB
31	5d/9f73e2	184404	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR17866845)	COMPLETED	0	2025-11-16 15:47:21.009	1m 51s	1m 46s	71.1%	76.5 MB	80 MB	2.9 GB	1.9 KB
33	21/719741	184403	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR17866847)	COMPLETED	0	2025-11-16 15:47:20.920	1m 56s	1m 52s	72.9%	76.6 MB	80.2 MB	3.1 GB	1.9 KB
38	2c/d4463e	184410	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR17866852)	COMPLETED	0	2025-11-16 15:47:21.765	1m 55s	1m 51s	73.8%	76.6 MB	80.2 MB	3 GB	1.9 KB
42	ae/49171f	184416	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR17866856)	COMPLETED	0	2025-11-16 15:47:22.750	1m 54s	1m 51s	68.9%	76.6 MB	80 MB	2.9 GB	1.9 KB
4	16/cadded	184378	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR17866818)	COMPLETED	0	2025-11-16 15:47:17.155	2m 10s	2m 7s	73.8%	76.5 MB	80 MB	2.3 GB	1.9 KB
