task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	c2/188ae8	191656	NFCORE_RNASEQ:PREPARE_GENOME:GUNZIP_GTF (gencode.v49.primary_assembly.annotation.gtf.gz)	COMPLETED	0	2025-11-29 13:37:33.851	23s	15.9s	94.5%	5 MB	8.1 MB	89.3 MB	3.1 GB
2	a7/1adf92	191648	NFCORE_RNASEQ:PREPARE_GENOME:GUNZIP_FASTA (GRCh38.primary_assembly.genome.fa.gz)	COMPLETED	0	2025-11-29 13:37:31.781	40s	32.1s	88.6%	5 MB	8.1 MB	806.6 MB	2.9 GB
48	34/8d6766	191693	NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (GRCh38.primary_assembly.genome.fa)	COMPLETED	0	2025-11-29 13:38:12.303	14.5s	12s	89.9%	4.9 MB	10.5 MB	2.9 GB	14.3 KB
28	7b/6cf9a4	191675	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (srr27320680)	COMPLETED	0	2025-11-29 13:37:39.502	1m 12s	1m 8s	87.6%	76.6 MB	80 MB	2.4 GB	1.9 KB
8	63/c1514b	191650	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (srr27320660)	COMPLETED	0	2025-11-29 13:37:32.289	1m 25s	1m 18s	89.5%	76.6 MB	80 MB	2 GB	1.9 KB
3	8f/d547a2	191652	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (srr27320655)	COMPLETED	0	2025-11-29 13:37:32.861	1m 24s	1m 22s	91.2%	76.6 MB	80 MB	2.3 GB	1.9 KB
25	9b/b5f494	191672	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (srr27320677)	COMPLETED	0	2025-11-29 13:37:38.471	1m 18s	1m 15s	85.3%	76.7 MB	80 MB	2.5 GB	1.9 KB
27	c2/9966f8	191671	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (srr27320679)	COMPLETED	0	2025-11-29 13:37:38.119	1m 24s	1m 16s	88.3%	76.5 MB	80 MB	2.6 GB	1.9 KB
15	ae/4c2062	191659	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (srr27320667)	COMPLETED	0	2025-11-29 13:37:34.609	1m 37s	1m 32s	91.1%	76.6 MB	80 MB	2.6 GB	1.9 KB
17	56/2e84ef	191664	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (srr27320669)	COMPLETED	0	2025-11-29 13:37:36.260	1m 36s	1m 33s	90.5%	76.6 MB	80 MB	2.6 GB	1.9 KB
